"","HF.Rep.1","TTA.FO.Rep.1","FO.Rep.2","TTA.Rep.3","TTA.Rep.1","HF.Rep.2","TTA.FO.Rep.2","FO.Rep.3","FO.Rep.1","TTA.Rep.2","HF.Rep.3","TTA.FO.Rep.3","log-ratios .Rep. vs .Rep.1","log-ratios C3 vs .Rep.1","log-ratios .Rep.3 vs .Rep.1","log-ratios C3 vs .Rep.","log-ratios .Rep.3 vs .Rep.","log-ratios .Rep.3 vs C3","p-values limma .Rep. vs .Rep.1","p-values limma C3 vs .Rep.1","p-values limma .Rep.3 vs .Rep.1","p-values limma C3 vs .Rep.","p-values limma .Rep.3 vs .Rep.","p-values limma .Rep.3 vs C3","p-values Miss test .Rep. vs .Rep.1","p-values Miss test C3 vs .Rep.1","p-values Miss test .Rep.3 vs .Rep.1","p-values Miss test C3 vs .Rep.","p-values Miss test .Rep.3 vs .Rep.","p-values Miss test .Rep.3 vs C3","p-values rank products .Rep. vs .Rep.1","p-values rank products C3 vs .Rep.1","p-values rank products .Rep.3 vs .Rep.1","p-values rank products C3 vs .Rep.","p-values rank products .Rep.3 vs .Rep.","p-values rank products .Rep.3 vs C3","p-values permutation test .Rep. vs .Rep.1","p-values permutation test C3 vs .Rep.1","p-values permutation test .Rep.3 vs .Rep.1","p-values permutation test C3 vs .Rep.","p-values permutation test .Rep.3 vs .Rep.","p-values permutation test .Rep.3 vs C3","p-values t-test .Rep. vs .Rep.1","p-values t-test C3 vs .Rep.1","p-values t-test .Rep.3 vs .Rep.1","p-values t-test C3 vs .Rep.","p-values t-test .Rep.3 vs .Rep.","p-values t-test .Rep.3 vs C3","q-values PolySTest .Rep. vs .Rep.1","q-values PolySTest C3 vs .Rep.1","q-values PolySTest .Rep.3 vs .Rep.1","q-values PolySTest C3 vs .Rep.","q-values PolySTest .Rep.3 vs .Rep.","q-values PolySTest .Rep.3 vs C3","q-values limma .Rep. vs .Rep.1","q-values limma C3 vs .Rep.1","q-values limma .Rep.3 vs .Rep.1","q-values limma C3 vs .Rep.","q-values limma .Rep.3 vs .Rep.","q-values limma .Rep.3 vs C3","q-values Miss test .Rep. vs .Rep.1","q-values Miss test C3 vs .Rep.1","q-values Miss test .Rep.3 vs .Rep.1","q-values Miss test C3 vs .Rep.","q-values Miss test .Rep.3 vs .Rep.","q-values Miss test .Rep.3 vs C3","q-values rank products .Rep. vs .Rep.1","q-values rank products C3 vs .Rep.1","q-values rank products .Rep.3 vs .Rep.1","q-values rank products C3 vs .Rep.","q-values rank products .Rep.3 vs .Rep.","q-values rank products .Rep.3 vs C3","q-values permutation test .Rep. vs .Rep.1","q-values permutation test C3 vs .Rep.1","q-values permutation test .Rep.3 vs .Rep.1","q-values permutation test C3 vs .Rep.","q-values permutation test .Rep.3 vs .Rep.","q-values permutation test .Rep.3 vs C3","q-values t-test .Rep. vs .Rep.1","q-values t-test C3 vs .Rep.1","q-values t-test .Rep.3 vs .Rep.1","q-values t-test C3 vs .Rep.","q-values t-test .Rep.3 vs .Rep.","q-values t-test .Rep.3 vs C3"
"feature 174",0.1032745846,-0.1618867109,-0.1362823452,-0.1371010391,-0.0488826414,0.1860715744,-0.2102164086,-0.1335066983,0.0514998003,0.0697393239,0.0701329791,-0.2910027709,-0.00398918536666668,-0.127419172733333,-0.2225007506,-0.123429987366667,-0.218511565233333,-0.0950815778666667,0.974705076680201,0.323267556258274,0.0993720523559994,0.337930551280152,0.104802013202052,0.45620267104637,1,0.727440233237737,0.113681705063174,1,0.572748613456257,1,0.652830662498526,0.236016483824244,0.147652179585603,0.295285514052387,0.201104732007175,0.479881424808512,0.428571428571429,0.387612387612388,0.0879120879120879,0.510489510489511,0.212787212787213,0.272727272727273,0.973929806009739,0.271133448000269,0.0324216270210117,0.405446441226314,0.153877447003667,0.3996806395273,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.325465017003887,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 175",0.1587323175,-0.2847765338,0.0674168492,-0.1658268366,-0.1997811114,0.2577263713,0.0973569588,0.3713112632,0.2902949208,-0.3615774039,-0.149149857,-0.0454842705,-0.212624564433333,-0.0778740586333333,-0.0297486569333333,0.1347505058,0.1828759075,0.0481254017,0.325428171952662,0.712921230320025,0.887894050006773,0.527144464258751,0.394717178874933,0.819751226210519,0.615652822623847,0.474537914713092,1,0.691185165366166,0.678883348242328,1,0.382771419644045,0.727248547696077,0.74678996508684,0.631362610687394,0.28276180836849,0.747647062473007,0.423576423576424,0.809190809190809,0.757242757242757,0.801198801198801,0.512487512487512,0.58041958041958,0.435877127584294,0.670124012889528,0.89854681251717,0.57243352606941,0.512408207279909,0.807598670488591,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 176",-0.2491419427,0.5522915102,-0.3309016107,0.2046372987,-0.055658426,-0.3924539,0.4473553946,-0.0261415095,-0.1955311962,0.4380722648,-0.6976422719,0.4914504789,0.366080479966667,-0.0269523077,0.390092611,-0.393032787666667,0.0240121310333333,0.4170449187,0.263514143557695,0.932265283444775,0.235391695315416,0.232122113600191,0.939637074869568,0.206792023185025,0.0974135366392561,0.592191241509091,0.1198811953681,0.862649955952064,0.756954867482574,0.656651035437192,0.590149148017678,1,0.059676906169945,0.601684198340065,1,0.56627634814921,0.310689310689311,0.721278721278721,0.0769230769230769,0.383616383616384,0.609390609390609,0.292707292707293,0.343361357800217,0.944083614641058,0.107094210588281,0.432550292958511,0.947161008499171,0.347347949962962,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,0.337320880759896,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 177",0.005201462,0.189910904,0.1440442487,0.0135225752,-0.2314700756,0.0357745984,-0.0493170466,0.187503245,-0.0402442594,-0.1056408056,0.0542515216,-0.2533293781,0.128852523266667,0.1384971989,0.0714031050333333,0.00964467563333333,-0.0574494182333333,-0.0670940938666666,0.370856890782421,0.3376053809304,0.615024749779833,0.945497462903046,0.685073843631298,0.636271711178115,0.709418118024183,0.671563907366154,0.701057941828649,1,1,1,0.316492908390082,0.201775775228944,0.316732648585678,0.704819648503211,0.766590147548936,0.713450900164588,0.53946053946054,0.427572427572428,0.735264735264735,0.675324675324675,0.97002997002997,0.969030969030969,0.315559604575535,0.209337860307177,0.659439594405153,0.929903575419368,0.730700585316544,0.667121714049561,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 178",0.4093968528,0.3360343596,0.4236416021,0.3788368178,-0.6380629426,0.2444891292,-0.4772584813,0.4475254949,-0.0107080043,-0.2226377194,-0.1718167389,-0.6753056743,0.199086621166667,0.00464682533333331,0.1301435775,-0.194439795833333,-0.0689430436666666,0.125496752166667,0.597359188746004,0.990093202936605,0.728823685145818,0.605825862006346,0.853964369009665,0.73809020412915,1,1,1,1,0.0855169644738637,0.858573168668055,0.600104990508452,0.961332218663214,0.654193163650993,0.648602641790217,0.977706231405119,0.92928858573268,0.618381618381618,0.942602040816326,0.688311688311688,0.563436563436563,0.992007992007992,0.694305694305694,0.607367418985603,0.991367444455144,0.797639016920502,0.576702362763658,0.875370109845771,0.795153426171836,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,0.545844662279053,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 179",0.0417853486,0.2442895109,NA,NA,-0.227031658,NA,NA,NA,-0.0475266034,NA,NA,NA,0.321880481833333,NA,NA,NA,NA,NA,0.190927041772057,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 180",0.3831047782,-0.2105094423,NA,NA,0.0496039046,NA,NA,NA,-0.4052303793,NA,NA,NA,-0.2196688768,NA,NA,NA,NA,NA,0.573369636991623,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 181",0.2405288241,0.0066157185,0.1921240045,-0.0865426377,-0.2873924431,0.1884036511,-0.2287458366,0.2747886901,0.0564762736,-0.1556874789,0.0807412454,-0.2173642717,0.00990641203333332,0.0115022529,-0.0129102913,0.00159584086666666,-0.0228167033333333,-0.0244125442,0.958371973847932,0.951674846072502,0.94576910018708,0.993290650624382,0.904336694833297,0.897686840899504,1,1,1,1,1,1,0.695235200041442,0.760595623490937,0.638069749552277,0.670930874088436,0.799629678185832,0.741810753323955,0.951048951048951,0.98001998001998,0.888111888111888,0.975024975024975,0.92007992007992,0.933066933066933,0.960039196428486,0.95688881788495,0.954695423654352,0.992562675197775,0.904786199469135,0.905915428397234,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.835998610804688,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.99447439963995,0.996322100463079,0.999360667414772,0.858006035553795
"feature 182",NA,NA,0.3741205904,NA,NA,-0.4893623846,0.3276978909,NA,NA,0.0937780974,NA,NA,NA,NA,NA,0.54870138425,NA,NA,NA,NA,NA,0.0918152599644356,NA,NA,0.363020559285063,0.170332627798214,1,0.152431096698315,0.501951875933462,0.114818539297623,NA,NA,NA,0.670600910165678,NA,NA,NA,NA,NA,0.213010204081633,NA,NA,NA,NA,NA,0.309392677902019,NA,NA,0.902419883480947,0.798295265362386,1,1,1,1,NA,NA,NA,0.996241307005781,NA,NA,0.902419883480947,0.798295265362386,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.996322100463079,NA,NA
"feature 183",NA,NA,-0.6148258053,NA,NA,0.2227173005,0.2677866907,NA,NA,0.4771443116,NA,NA,NA,NA,NA,-0.52345036335,NA,NA,NA,NA,NA,0.206316413323305,NA,NA,0.363020559285063,0.412620093495553,1,1,0.256833771481231,0.541823864424422,NA,NA,NA,0.77905248273424,NA,NA,NA,NA,NA,0.349936143039591,NA,NA,NA,NA,NA,0.436785034872674,NA,NA,0.902419883480947,1,1,1,1,1,NA,NA,NA,0.996241307005781,NA,NA,0.902419883480947,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.996322100463079,NA,NA
"feature 184",0.0503810427,0.1043433707,NA,NA,0.1372640682,NA,NA,NA,0.0131313783,NA,NA,NA,0.0374178743,NA,NA,NA,NA,NA,0.847517497047434,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 185",0.3613302754,-0.2254114178,0.3255567568,-0.1955195592,-0.9482579595,0.2871105191,-0.2486530452,0.4995250465,0.7119940636,-0.4255038089,0.2332845538,-0.54124694,-0.162957029033333,0.0617072953,-0.1207692774,0.224664324333333,0.0421877516333334,-0.1824765727,0.703196313506468,0.884919895345086,0.777299463466424,0.600584962570984,0.921154130908531,0.669925421365301,0.156185321365886,0.150051962507155,0.520580055134296,1,0.874806434831681,0.858573168668055,1,1,1,0.386098478305547,0.878692304029664,0.886778370712389,0.761238761238761,0.876123876123876,0.886113886113886,0.504495504495505,0.907092907092907,0.716455696202532,0.78767798938331,0.916932703090977,0.849988375046927,0.464100107026743,0.915897084702718,0.639641004663848,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.829415667865252,0.902419883480947,0.714644366181938,1,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 186",-0.9631240326,0.7743379903,-1.5040698953,1.45541469,1.6659625725,-0.983976664,1.3609234285,-1.4010455183,-1.2827281308,1.7384302568,-0.6027967858,0.5281701712,0.702893724666667,-0.0553512205666666,0.387476311266667,-0.758244945233333,-0.3154174134,0.442827531833333,0.527214494930572,0.959885690724959,0.725577749018817,0.495911791565035,0.774849112447644,0.688586563952181,0.525652732777651,1,0.800186991135748,0.482066296048471,0.489835558608151,0.741516443716897,0.72721581292829,1,1,0.780414428336334,0.863646070387153,0.854472094171621,0.565434565434565,0.875124875124875,0.7002997002997,0.438561438561439,0.653346653346653,0.592407592407592,0.598397462258281,0.967090857981109,0.773468304980126,0.549814461645451,0.798995481224969,0.729317727204876,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.829415667865252,1,1,1,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 187",-0.2702802415,0.6365167165,-0.2491726896,-0.1149858078,-0.6221229962,-0.1736029066,0.7934829402,-0.0070604093,-0.0381184417,-0.4910687942,0.2525970909,-0.1057230211,0.300788898366667,0.575809673633333,0.234250813733333,0.275020775266667,-0.0665380846333333,-0.3415588599,0.35808304656285,0.0945941001761148,0.470469889879899,0.399120655208119,0.835602980966836,0.299566962654342,0.80443948211398,0.297282828647458,0.609939415412884,0.482066296048471,0.628856121254328,0.188573389426064,0.545113359601958,0.269986989998669,0.137480672981241,0.654043117004601,1,0.674410119709654,0.526473526473527,0.162837162837163,0.63036963036963,0.496503496503497,0.957042957042957,0.6003996003996,0.483128770159374,0.189813669235803,0.300211549226289,0.575238609421421,0.861583386357507,0.374172571436368,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 188",-0.084829669,0.0801709143,-0.083728222,0.00846768,0.0770441501,0.0297517033,0.0454868587,-0.1267765639,0.0446267809,0.0667925259,0.1367665765,0.0097491579,0.0466246271666667,0.0205613170666667,-0.048466996,-0.0260633101,-0.0950916231666667,-0.0690283130666667,0.648241855642741,0.83988081946793,0.635477040317484,0.797989260896395,0.35992499311121,0.502067628457612,1,1,0.660360940378444,1,0.0856226921222044,0.597881993139824,0.654331289026314,0.701049114666945,0.76616515741064,0.70031977189586,0.553846786689623,0.667463335775483,0.596403596403596,0.867132867132867,0.817182817182817,0.99000999000999,0.437562437562438,0.683316683316683,0.449258204743412,0.812543517311759,0.51012040425972,0.726562484505017,0.161221296187227,0.433295688996351,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,0.545844662279053,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 189",-0.2340360264,-0.2961549164,0.2894031824,-0.4319328763,-0.1485703094,0.3619094994,-0.4053515572,0.1663208411,0.5618708722,-0.2899252537,0.2623664273,0.0538757784,-0.134478402366667,-0.0109488279666667,-0.130333597733333,0.1235295744,0.00414480463333334,-0.119384769766667,0.65107675714259,0.970474248082469,0.661049213200103,0.677570416907191,0.988820166930651,0.687723688893002,0.615652822623847,0.910617607041977,0.800186991135748,1,1,0.188573389426064,0.734118470238227,0.944658181393183,0.862884447243603,0.803266566257534,0.979856802340256,0.807828670998207,0.702297702297702,0.966033966033966,0.778221778221778,0.719280719280719,0.998001998001998,0.841158841158841,0.70790343577898,0.975834247949907,0.699493630967326,0.715059062139564,0.989121844585294,0.704562466048121,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.829415667865252,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 190",0.7929202901,-0.7566330529,0.3849406234,-0.7186215586,-0.5332786539,0.8066772277,-0.3137530772,0.2612635698,0.6199463276,-0.837460106,0.634431994,-0.1580270927,-0.555667965,-0.0579894745333333,-0.498324348433333,0.497678490466667,0.0573436165666666,-0.4403348739,0.291177618267707,0.909778509389855,0.341233416860245,0.341831557884982,0.910778486030207,0.398030248133634,0.424031333191153,0.512943592292908,0.0224669916461777,0.482066296048471,0.339185858380121,0.0667530224523748,0.474176025382252,0.949741289374061,0.669388391271214,0.804107987995498,1,0.550637334151523,0.400599400599401,0.963036963036963,0.34965034965035,0.402597402597403,0.85014985014985,0.358641358641359,0.461031396513958,0.914603517851459,0.385479143816402,0.470700846101987,0.930465896552656,0.334213504000219,1,1,0.350038119537621,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.0875095298844053,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 191",0.3760938967,-0.61520177,0.1737688082,-0.4773994914,-0.028778639,0.4140404849,-0.2321696153,0.1567115678,0.5020393433,-0.2847547817,0.6947105879,-0.1569860698,-0.4450902226,-0.0710149400666666,-0.4423428648,0.374075282533333,0.00274735779999999,-0.371327924733333,0.175946575664637,0.821124769792744,0.178394782889097,0.249130129419087,0.993011847116553,0.252398836205842,0.615652822623847,0.657201813249606,0.0962026274722922,0.619296472574483,1,0.325867759467572,0.192877373309414,0.829327346292881,0.101741560958616,0.384089487177119,0.896368102451712,0.377842228575277,0.303696303696304,0.884115884115884,0.210789210789211,0.421578421578422,0.866133866133866,0.36963036963037,0.284326751790057,0.833682680540695,0.144347614161917,0.408652978612708,0.994260806081675,0.324431345312733,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.281703387622214,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 192",-0.4061133907,0.6653413064,-1.2102029108,1.2513508935,0.4451149433,-1.3898574839,1.1067423008,-0.4831710524,-0.5752968812,1.5217584463,-1.815898171,1.0312516054,0.444512532466667,-0.4610211508,0.7785755917,-0.905533683266667,0.334063059233333,1.2395967425,0.62187234597003,0.609156530968177,0.393563291521559,0.324106130047454,0.710154749550461,0.185906756154566,0.0228177387242735,0.185225372028527,0.00155033998657585,0.619296472574483,0.176165961545703,0.173137782009846,1,1,0.309854856209895,0.798036385643823,0.978022631374549,0.416293426426481,0.612387612387612,0.796203796203796,0.256743256743257,0.513486513486514,0.917082917082917,0.214785214785215,0.667654238199882,0.665209977858917,0.299368036818435,0.505983357259671,0.762913846348581,0.313251387185522,1,1,0.350038119537621,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,0.798295265362386,0.0875095298844053,1,0.885958795357388,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 193",-1.5359689448,1.7542641907,-0.5393158619,1.2606993279,0.7672323926,-1.4986515421,1.0114930157,-0.1803283525,-0.7721688626,1.1023977483,-1.4957349916,1.1644804275,0.966305270566667,0.172449192333333,1.26191893923333,-0.793856078233333,0.295613668666667,1.0894697469,0.322934980026223,0.856580600353729,0.204194166319531,0.413069531801661,0.757086323334733,0.268180766707312,0.00609787183299476,0.355905216135924,0.00155033998657585,0.00130628259069256,1,0.173137782009846,0.704568040533785,0.833555516936683,0.280241093420661,0.719666372876946,1,0.352598945852823,0.362637362637363,0.626373626373626,0.13986013986014,0.53046953046953,0.999000999000999,0.244755244755245,0.472273385294078,0.871020752843658,0.208327487291646,0.557745786613232,0.805989587863618,0.288006776756367,1,1,0.350038119537621,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.829310569287288,1,0.0875095298844053,0.775722624324399,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 194",-0.0389691934,-0.1356982749,0.6826464484,0.0119451862,0.075278165,0.6864597201,0.2725847377,0.0428054836,0.0908910507,0.4227841636,0.1173766023,0.0565752214,0.2821151955,0.315135922033333,-0.00529137703333332,0.0330207265333333,-0.287406572533333,-0.320427299066667,0.194206827948202,0.15102137097121,0.979710398514524,0.873977137412316,0.186647570771226,0.144942050441731,0.116092044677953,0.0589880499150515,0.591969971612964,1,0.0697251319083514,0.0386218592801381,0.309213990667048,0.192018723474077,0.618079674370429,0.857240322494431,0.410107077267136,0.202612860216039,0.356643356643357,0.210789210789211,0.036963036963037,0.707292707292707,0.384615384615385,0.226773226773227,0.364349826881506,0.197528307758836,0.911591752773667,0.916954252843092,0.357429922496264,0.197106004547548,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.993891693758101,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,0.334265616185292,1,1,0.458870428070427,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 195",-1.5195887761,1.7211151223,-0.9233559212,1.2375040063,1.8395086418,-1.6704382314,1.1327143559,-0.5739279303,-1.1576181471,1.6321170958,-1.8862222257,1.0909667633,0.840164089366667,-0.279721836533333,0.864080373566667,-1.1198859259,0.0239162842,1.1438022101,0.490381666975196,0.816446826169718,0.478418905216603,0.362301501135662,0.984144566294134,0.35256777604843,0.191244084035528,1,0.188236814525059,0.173137782009846,1,0.173137782009846,0.993597316330647,0.983679132341251,1,0.680176114707384,1,0.39745238009542,0.547452547452547,0.909090909090909,0.448551448551449,0.433566433566434,0.783216783216783,0.222777222777223,0.614929442258699,0.850385313726144,0.526120838812414,0.478654418968987,0.9860236215962,0.351536103339863,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,0.489175925644739,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 196",NA,NA,NA,-0.1816589608,NA,NA,NA,-0.0025309894,NA,NA,0.1994686248,-0.0095354944,NA,NA,NA,NA,NA,-0.264043773,NA,NA,NA,NA,NA,0.240617752330847,1,1,0.026739023020235,1,0.0475004255732124,0.541823864424422,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,0.823545813826538,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 197",0.2529125934,0.093119773,-0.0241073059,NA,0.5178666642,-0.1434782838,-0.1352950589,NA,-0.4128052604,0.0667387984,NA,NA,-0.113864569866667,-0.199025848133333,NA,-0.0851612782666667,NA,NA,0.642170020138822,0.472485619299027,NA,0.754889383322145,NA,NA,0.307328856429262,0.297282828647458,0.026739023020235,0.623382225675921,0.0475004255732124,0.541823864424422,0.850440220113165,0.599200276023817,NA,0.721005103961021,NA,NA,0.802197802197802,0.562437562437562,NA,0.224775224775225,NA,NA,0.725324538196225,0.549240391721513,NA,0.428552379639599,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,0.902419883480947,1,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
