"","HF.Rep.1","TTA.FO.Rep.1","FO.Rep.2","TTA.Rep.3","TTA.Rep.1","HF.Rep.2","TTA.FO.Rep.2","FO.Rep.3","FO.Rep.1","TTA.Rep.2","HF.Rep.3","TTA.FO.Rep.3","log-ratios .Rep. vs .Rep.1","log-ratios C3 vs .Rep.1","log-ratios .Rep.3 vs .Rep.1","log-ratios C3 vs .Rep.","log-ratios .Rep.3 vs .Rep.","log-ratios .Rep.3 vs C3","p-values limma .Rep. vs .Rep.1","p-values limma C3 vs .Rep.1","p-values limma .Rep.3 vs .Rep.1","p-values limma C3 vs .Rep.","p-values limma .Rep.3 vs .Rep.","p-values limma .Rep.3 vs C3","p-values Miss test .Rep. vs .Rep.1","p-values Miss test C3 vs .Rep.1","p-values Miss test .Rep.3 vs .Rep.1","p-values Miss test C3 vs .Rep.","p-values Miss test .Rep.3 vs .Rep.","p-values Miss test .Rep.3 vs C3","p-values rank products .Rep. vs .Rep.1","p-values rank products C3 vs .Rep.1","p-values rank products .Rep.3 vs .Rep.1","p-values rank products C3 vs .Rep.","p-values rank products .Rep.3 vs .Rep.","p-values rank products .Rep.3 vs C3","p-values permutation test .Rep. vs .Rep.1","p-values permutation test C3 vs .Rep.1","p-values permutation test .Rep.3 vs .Rep.1","p-values permutation test C3 vs .Rep.","p-values permutation test .Rep.3 vs .Rep.","p-values permutation test .Rep.3 vs C3","p-values t-test .Rep. vs .Rep.1","p-values t-test C3 vs .Rep.1","p-values t-test .Rep.3 vs .Rep.1","p-values t-test C3 vs .Rep.","p-values t-test .Rep.3 vs .Rep.","p-values t-test .Rep.3 vs C3","q-values PolySTest .Rep. vs .Rep.1","q-values PolySTest C3 vs .Rep.1","q-values PolySTest .Rep.3 vs .Rep.1","q-values PolySTest C3 vs .Rep.","q-values PolySTest .Rep.3 vs .Rep.","q-values PolySTest .Rep.3 vs C3","q-values limma .Rep. vs .Rep.1","q-values limma C3 vs .Rep.1","q-values limma .Rep.3 vs .Rep.1","q-values limma C3 vs .Rep.","q-values limma .Rep.3 vs .Rep.","q-values limma .Rep.3 vs C3","q-values Miss test .Rep. vs .Rep.1","q-values Miss test C3 vs .Rep.1","q-values Miss test .Rep.3 vs .Rep.1","q-values Miss test C3 vs .Rep.","q-values Miss test .Rep.3 vs .Rep.","q-values Miss test .Rep.3 vs C3","q-values rank products .Rep. vs .Rep.1","q-values rank products C3 vs .Rep.1","q-values rank products .Rep.3 vs .Rep.1","q-values rank products C3 vs .Rep.","q-values rank products .Rep.3 vs .Rep.","q-values rank products .Rep.3 vs C3","q-values permutation test .Rep. vs .Rep.1","q-values permutation test C3 vs .Rep.1","q-values permutation test .Rep.3 vs .Rep.1","q-values permutation test C3 vs .Rep.","q-values permutation test .Rep.3 vs .Rep.","q-values permutation test .Rep.3 vs C3","q-values t-test .Rep. vs .Rep.1","q-values t-test C3 vs .Rep.1","q-values t-test .Rep.3 vs .Rep.1","q-values t-test C3 vs .Rep.","q-values t-test .Rep.3 vs .Rep.","q-values t-test .Rep.3 vs C3"
"feature 854",0.0947027208,-0.0118840656,NA,NA,0.2803030125,NA,NA,NA,-0.2387951389,NA,NA,NA,-0.0572875970666667,NA,NA,NA,NA,NA,0.843637020610565,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 855",0.121156949,-0.1567267368,NA,0.0308670695,-0.191515509,NA,NA,-0.2769413068,0.228905055,NA,0.0160020396,-0.2199542515,-0.209575568466667,-0.0368467920666667,-0.208191661266667,0.1727287764,0.00138390719999998,-0.1713448692,0.396233185749102,0.877827715078736,0.246261661333192,0.561584557884606,0.995388682103226,0.483574051415199,0.363020559285063,0.412620093495553,0.5008151741134,1,0.501951875933462,0.541823864424422,1,1,0.403308542020913,1,1,1,NA,NA,0.470529470529471,NA,NA,NA,NA,NA,0.262075251760478,NA,NA,NA,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,1,1,1,1,1,1,0.992885682841812,1,1,1,NA,NA,0.996133496133496,NA,NA,NA,NA,NA,0.993487228703595,NA,NA,NA
"feature 856",NA,NA,-0.2222245593,0.1084441723,NA,-0.1773799759,0.1265588576,-0.1152617841,NA,0.2367674448,0.0156828313,-0.062205408,NA,NA,NA,-0.05635469125,-0.0527014077166667,0.00365328353333334,NA,NA,NA,0.760500642076853,0.77550316877863,0.982313862664845,0.363020559285063,0.0319784852945416,0.026739023020235,1,0.734179155882768,1,NA,NA,NA,0.849607998813192,0.750351620811205,0.797522332929765,NA,NA,NA,0.846153846153846,0.981320049813201,0.829170829170829,NA,NA,NA,0.836438583652701,0.843145514625054,0.977949021118472,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,NA,NA,NA,0.996241307005781,0.999362887638778,0.846700436111659,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,0.996322100463079,0.999360667414772,0.865612043521451
"feature 857",-0.1568066465,0.3013995044,-0.1975454537,0.5590607819,0.4935862934,-0.0152436014,0.1564000265,-0.3915930488,-0.3437793864,0.1310459526,-0.2515935542,0.0232073057,0.1414005317,-0.0952464139666667,0.0658915927666667,-0.236646945666667,-0.0755089389333333,0.161138006733333,0.606721769920037,0.727829616711608,0.80944398492461,0.394553986086632,0.782385065628587,0.558248321375748,0.707148388657886,1,0.800186991135748,0.725632372902983,0.756954867482574,0.616897826229833,0.783930567534884,0.845028809464406,0.894320700749314,0.35040831895703,0.965438736378043,0.81675506573728,0.568431568431568,0.891108891108891,0.757242757242757,0.231768231768232,0.955044955044955,0.566433566433566,0.64282929229324,0.759894312006627,0.868876257719274,0.214109779386301,0.81496198575765,0.634298425497963,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 858",0.2073989415,-0.008306812,NA,NA,-0.2023924781,NA,NA,NA,0.1297738197,NA,NA,NA,-0.0532335730333333,NA,NA,NA,NA,NA,0.839189655604758,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 859",0.4072387158,-0.5879073227,0.0515822493,NA,-0.022800091,0.6995057137,-0.3946958744,NA,0.2459289865,-0.3882146929,NA,NA,-0.302327971066667,-0.38167934965,NA,-0.0793513785833334,NA,NA,0.402468506004755,0.347719168905098,NA,0.840386896317678,NA,NA,0.546702710201343,0.297282828647458,0.026739023020235,0.619296472574483,0.0475004255732124,0.541823864424422,0.943125687747094,0.266069400974429,NA,0.618811860656971,NA,NA,0.554445554445554,0.234765234765235,NA,0.790549169859515,NA,NA,0.534855500375929,0.298808401732635,NA,0.873919937294202,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
"feature 860",2.0059417788,-0.7319555581,0.6600092072,-1.028472621,-0.9159261165,0.6271827962,-0.7402503437,0.3677554082,0.811922081,-0.5890068335,0.9495131771,-0.0130002181,-0.8652391129,-0.3442219009,-0.858551724733333,0.521017212,0.00668738816666664,-0.514329823833333,0.263634535622042,0.647812584708202,0.26711827317407,0.492220506531757,0.992881449023174,0.497663402283638,0.013340608417603,0.185225372028527,0.00600079090811873,0.0190884301488526,0.628856121254328,0.0109402495211677,0.720193002296273,0.932769958233168,0.742510453233304,0.462586096095232,1,0.701068388409555,0.330669330669331,0.571428571428571,0.345654345654346,0.473526473526474,0.933066933066933,0.458541458541459,0.4308305009001,0.750320317439931,0.432402763271107,0.485810696427349,0.991636681737107,0.486072663735361,1,1,0.350038119537621,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,0.798295265362386,0.0875095298844053,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 861",NA,NA,NA,-0.1254157929,NA,NA,NA,-0.0585587138,NA,NA,0.0554927711,0.1147653727,NA,NA,NA,NA,NA,-0.0785624824333333,NA,NA,NA,NA,NA,0.715654728588609,1,1,0.026739023020235,1,0.0475004255732124,0.541823864424422,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,0.831912140378016,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 862",-0.1415816321,-0.1382282988,0.0711494896,-0.1649061391,-0.0578699175,0.1096318676,-0.0327812406,-0.0989253797,0.084084576,-0.0349200341,0.0555058733,-0.0133872609,0.0172835027666667,0.0697470319666667,-0.0539506020333333,0.0524635292,-0.0712341048,-0.123697634,0.873866795309285,0.525768104908058,0.622159850235937,0.631676617500029,0.517162874070248,0.270486154434738,1,0.746365743366391,1,1,1,0.585702295336797,0.699295949246534,0.525453935117595,0.770656241234367,0.543556307130806,0.658099102153755,0.459647509358964,0.893106893106893,0.43956043956044,0.689310689310689,0.461538461538462,0.805194805194805,0.396419437340153,0.867965586266035,0.413901874091114,0.537992404734079,0.55675415512809,0.454397321868169,0.0915805272160407,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 863",0.1229897296,-0.15268207,0.0007304333,-0.4031512541,0.119816864,-0.0235352739,0.0796032122,0.1917701629,0.1791848787,0.09781624,0.202148948,0.1028061039,-0.1667975254,-0.0465029596,-0.176855486533333,0.1202945658,-0.0100579611333333,-0.130352526933333,0.300165404426058,0.767024896902123,0.273523483316485,0.449089672355612,0.948798536721833,0.413249366918067,0.0618472974363241,0.555274176533685,0.5008151741134,0.711125145303175,0.499675781982319,1,0.274424451706329,0.591789900227232,0.641242686685331,0.352272321660409,0.879202435621126,0.807559767939008,0.175824175824176,0.547452547452547,0.623376623376623,0.876123876123876,0.885057471264368,0.703296703296703,0.139774978474052,0.51726724021125,0.440771698598438,0.26861139570389,0.963300157412923,0.561219450116432,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 864",NA,NA,NA,0.1674796535,NA,NA,NA,-0.1301396481,NA,NA,0.1147598403,-0.0207371543,NA,NA,NA,NA,NA,-0.1092255566,NA,NA,NA,NA,NA,0.633357234902563,1,1,0.026739023020235,1,0.0475004255732124,0.541823864424422,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,0.823545813826538,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 865",0.1057480407,0.1099990458,0.2513213618,0.0790877413,-0.1936770447,0.0169931845,-0.2255956608,0.1099916683,0.0205105797,-0.1282046562,-0.1061187411,-0.0947099821,0.0220686661333333,-0.00432487193333334,0.0539292839333333,-0.0263935380666667,0.0318606178,0.0582541558666667,0.881912321378278,0.976763548340187,0.71735641863334,0.859026511567123,0.830293407816277,0.695939192844923,1,1,1,1,1,0.749087563581447,0.698743459090364,0.843455437845992,0.291129600079944,0.75750162244037,0.503072281714308,0.550907559638979,0.944055944055944,0.854145854145854,0.515484515484515,0.771228771228771,0.376623376623377,0.637362637362637,0.855045980271993,0.981001693346293,0.650732414443987,0.879215296020084,0.752176500801956,0.736905920505344,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.830827409849267,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 866",0.0613396694,0.132803098,NA,NA,-0.0552310929,NA,NA,NA,-0.1885612921,NA,NA,NA,0.193620669866667,NA,NA,NA,NA,NA,0.389497804951509,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 867",-0.2336477678,0.0696716298,NA,NA,-0.0246177861,NA,NA,NA,-0.0272197153,NA,NA,NA,0.1648333862,NA,NA,NA,NA,NA,0.454025062796758,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 868",0.4102626961,-0.2154103335,0.1260669676,-0.3305187859,-0.62447342,0.322686523,-0.335096999,0.4522491733,0.1278491244,-0.2097323259,0.1838542442,-0.4042304747,-0.00536484563333334,0.0203952707666666,-0.0653794959333333,0.0257601164,-0.0600146503,-0.0857747667,0.986524905484642,0.94881012968578,0.837099964661657,0.935375403988898,0.850276987282993,0.787518498687624,1,1,1,1,0.653187334763275,0.858573168668055,0.904643218677542,0.984837746596417,0.92976177479496,0.772985175207046,0.901523973812169,0.975158766108561,0.99000999000999,0.918081918081918,0.94005994005994,0.919080919080919,0.916083916083916,0.888111888111888,0.988887011944154,0.957111547315321,0.881950963835635,0.920544456181806,0.86468739299797,0.804368203302982,1,1,1,1,1,1,0.997682585848276,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 869",0.154110856,-0.3533714094,0.0309942303,-0.3550673759,-0.1805481513,0.4453981018,-0.1103675649,0.0570724979,0.3827974259,-0.2465725239,0.4951022726,-0.0938230742,-0.170301987366667,0.0197896024666667,-0.249392694266667,0.190091589833333,-0.0790907069,-0.269182296733333,0.50288779911201,0.937242522685585,0.332647324647937,0.455820465348298,0.75357008449115,0.297545885102192,0.638774422246479,1,0.427905057122859,0.70405091926888,0.983053814466594,0.858573168668055,0.662319143064922,0.80649496749606,0.418867109220624,0.592448859828085,0.855725269151848,0.312867321814558,0.611388611388611,0.729270729270729,0.383615084525358,0.832167832167832,0.763236763236763,0.356643356643357,0.60410198413942,0.939635669261474,0.292271969919352,0.575820066110086,0.795122570069648,0.295904613538496,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.920484692299437,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 870",-0.1408435742,0.0630044623,-0.3940177856,0.0149604117,0.3536525338,-0.2178205254,0.1304943418,0.0401100204,-0.2503368365,0.3939691748,0.101783145,-0.1757581677,0.0922269962,-0.0414041406333333,-0.0277199529,-0.133631136833333,-0.1199469491,0.0136841877333333,0.673741451534615,0.849549539977622,0.898890341662186,0.543815526477467,0.585152454850656,0.949969291969659,1,1,1,1,0.585702295336797,0.486673747897006,0.825191438281354,0.941175891913536,0.959268246346968,0.714300477843477,0.749671796144621,0.852046890009541,0.649350649350649,0.8001998001998,0.985014985014985,0.639360639360639,0.843156843156843,0.93006993006993,0.737370934894117,0.877519132569716,0.898992269923413,0.615114367572024,0.578296055702585,0.945832128675373,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.842093097743661,1,1,1,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.997686524002314,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.858006035553795
"feature 871",0.2477733405,-0.6173176221,0.0560167891,-0.4181614548,-0.0634762811,0.3071652329,-0.2793907202,0.2886017852,0.2661716827,-0.2237275411,0.226083078,-0.1126172004,-0.328116224133333,-0.1492531984,-0.2308818707,0.178863025733333,0.0972343534333333,-0.0816286723,0.222983709655384,0.567879071771292,0.382282540286691,0.495201675622077,0.708490612103847,0.753364402568585,0.659401537913927,0.297282828647458,0.740627840155351,1,1,1,0.229493485139034,0.264533481797515,0.477926307876342,0.637310568690053,0.691539427102448,0.880046408684951,0.336663336663337,0.808191808191808,0.635364635364635,0.69030969030969,0.835164835164835,0.869130869130869,0.348477609060302,0.464789084506952,0.390681345063298,0.598722901458043,0.788265109468615,0.764458904530372,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 872",0.1991540614,0.1124849605,NA,NA,1.0578760012,NA,NA,NA,-0.3341094313,NA,NA,NA,-0.195155249933333,NA,NA,NA,NA,NA,0.754646289289739,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 873",0.3159910872,-0.0276994823,0.1122292937,-0.0654091542,-0.1457725969,0.3427922886,-0.1825491811,0.1714991678,-0.0310704523,-0.064212218,0.1785697545,-0.2484728075,0.0372441834333333,-0.0102993903,-0.0938436106333334,-0.0475435737333333,-0.131087794066667,-0.0835442203333333,0.837007898344311,0.954587868159044,0.606267228520988,0.792986558318101,0.474340398045729,0.645887768792642,1,1,1,1,1,1,0.555381394510801,0.722173658749783,0.720647566875507,0.482559042740275,0.461107272495078,0.703265112065605,0.752247752247752,0.965034965034965,0.703296703296703,0.89010989010989,0.915084915084915,0.669330669330669,0.85432906382861,0.956694107188461,0.638250251640244,0.795016417528055,0.502470529778657,0.638690674943936,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.827852514793941,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 874",0.3896071597,-0.3540860742,NA,0.0657855118,-0.4586347182,NA,NA,0.0089892997,0.6342860605,NA,0.3793109573,-0.4402857303,-0.542505574866667,0.190891456633333,-0.3102564736,0.7333970315,0.232249101266667,-0.501147930233333,0.263563148176601,0.680039484028792,0.357347573128964,0.222117794491269,0.617052272292238,0.298128665438102,0.135952879308084,0.111651613800214,0.0962026274722922,1,0.501951875933462,0.541823864424422,1,1,0.586408806153963,1,1,1,NA,NA,0.468531468531469,NA,NA,NA,NA,NA,0.463091527130686,NA,NA,NA,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,0.566832238663233,0.281703387622214,1,1,1,1,1,0.992885682841812,1,1,1,NA,NA,0.996133496133496,NA,NA,NA,NA,NA,0.993487228703595,NA,NA,NA
"feature 875",-0.4829489614,0.5827104348,0.1599613422,0.438853978,-0.2123786218,-0.5032954162,0.4585153398,0.0203032694,0.0925962054,0.194866496,-0.4698062396,0.0199660079,0.2923376308,0.2504672734,0.360618211033333,-0.0418703574,0.0682805802333333,0.110150937633333,0.361405338149253,0.43168763499935,0.265265077885892,0.89381249045593,0.82780836715188,0.726172622947651,0.411305476545198,0.474537914713092,0.664139572054408,0.745943830853725,0.628856121254328,0.858573168668055,0.670435269129168,0.655784698772935,0.150244651028273,0.894152854911462,1,0.947891851836274,0.481518481518482,0.651348651348651,0.191808191808192,0.922077922077922,0.676323676323676,0.548451548451548,0.474317065433588,0.486314924816999,0.1741170687814,0.92536430510214,0.857680636656634,0.743818358081633,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,0.994936567769413,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 876",-0.4364271497,-0.1842454222,-0.5086460391,0.1783009137,0.9345114656,-0.2597877016,0.1341112385,-0.4448654515,-0.1110092806,0.5969782873,0.0333923999,0.2416398929,-0.0780432906,-0.242739145333333,-0.137333226733333,-0.164695854733333,-0.0592899361333333,0.1054059186,0.83715570844432,0.526449543497829,0.718198674093082,0.665637137206683,0.875863092302508,0.781511842014735,0.364211946437572,0.355905216135924,0.361446946995057,0.745943830853725,0.628856121254328,0.325867759467572,0.924747141563913,0.863532816062656,0.959728486907154,0.795777525438581,0.957954085374628,0.723581733131963,0.907092907092907,0.612387612387612,0.861138861138861,0.565434565434565,0.98001998001998,0.759240759240759,0.883694005270274,0.635044098308348,0.788065791011909,0.654637836265421,0.874325365095131,0.7401836490824,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,0.902419883480947,1,0.816256574025738,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 877",0.5943525451,-0.2239302415,NA,NA,-0.4473087551,NA,NA,NA,0.1024341735,NA,NA,NA,-0.307089562666667,NA,NA,NA,NA,NA,0.530479762957055,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 878",-0.1313488527,-0.0023191016,NA,NA,0.3554960153,NA,NA,NA,-0.3220048276,NA,NA,NA,0.0303001200666666,NA,NA,NA,NA,NA,0.930755028134675,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 879",0.8029471996,-0.0706457632,NA,NA,-0.5896762972,NA,NA,NA,0.7997904104,NA,NA,NA,-0.408332867466667,NA,NA,NA,NA,NA,0.569046824018716,NA,NA,NA,NA,NA,0.013340608417603,0.0126524953565905,0.0130634122947955,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 880",0.1062363922,-0.1621340825,-0.1160004562,-0.1064084204,-0.1254279864,0.3292350134,-0.1811862755,0.0054894802,0.2410237125,-0.1190934574,0.3919916086,-0.2735285572,-0.0579415482666667,-0.0423424138,-0.1987598719,0.0155991344666667,-0.140818323633333,-0.1564174581,0.766032648762046,0.827674817428095,0.318626701450132,0.936014825446937,0.474357832126333,0.428190352960144,1,1,0.533727411689944,1,1,1,0.713142473472341,0.753952466431282,0.272215377418241,0.751437589694419,0.475544325045466,0.537737454985307,0.968031968031968,0.998001998001998,0.32967032967033,0.931068931068931,0.495504495504495,0.514485514485514,0.77763347307357,0.852483838118708,0.217886160973204,0.951315863173542,0.484035412316499,0.49252395545526,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 881",-0.0034319272,0.0058640196,NA,NA,-0.1081396675,NA,NA,NA,0.0641923771,NA,NA,NA,0.0216570921333333,NA,NA,NA,NA,NA,0.914002243927409,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
